compound_id,true_target,hard_negative,target_type
COMPOUND_ac63052cee8e,SYMPTOM_b45199a35d0a,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_ac63052cee8e,SYMPTOM_b45199a35d0a,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_ac63052cee8e,SYMPTOM_b45199a35d0a,SYMPTOM_1781e759516c,Symptom
COMPOUND_ac63052cee8e,SYMPTOM_52b0760e3443,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_ac63052cee8e,SYMPTOM_52b0760e3443,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_ac63052cee8e,SYMPTOM_52b0760e3443,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_ac63052cee8e,SYMPTOM_52b0760e3443,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_ac63052cee8e,SYMPTOM_52b0760e3443,SYMPTOM_1781e759516c,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_1781e759516c,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_a12879b9590a,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_a12879b9590a,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_a12879b9590a,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_a12879b9590a,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_a12879b9590a,SYMPTOM_1781e759516c,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_ac4ac57a7b7f,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_ac4ac57a7b7f,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_ac4ac57a7b7f,SYMPTOM_1781e759516c,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_0a61ad588557,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_0a61ad588557,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_0a61ad588557,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_0a61ad588557,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_dac1a6903e58,SYMPTOM_0a61ad588557,SYMPTOM_1781e759516c,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_49ad1743fb5b,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_49ad1743fb5b,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_49ad1743fb5b,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_49ad1743fb5b,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_49ad1743fb5b,SYMPTOM_1781e759516c,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_52b0760e3443,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_52b0760e3443,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_52b0760e3443,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_52b0760e3443,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_5adc4b7903fe,SYMPTOM_52b0760e3443,SYMPTOM_1781e759516c,Symptom
COMPOUND_960b05ddaea9,SYMPTOM_aa118956afd8,SYMPTOM_003993957fb9,Symptom
COMPOUND_960b05ddaea9,SYMPTOM_aa118956afd8,SYMPTOM_005668237e94,Symptom
COMPOUND_960b05ddaea9,SYMPTOM_aa118956afd8,SYMPTOM_0071d323d363,Symptom
COMPOUND_960b05ddaea9,SYMPTOM_aa118956afd8,SYMPTOM_0084e48e9830,Symptom
COMPOUND_960b05ddaea9,SYMPTOM_aa118956afd8,SYMPTOM_009811abd195,Symptom
COMPOUND_8951771cfa60,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_003993957fb9,Symptom
COMPOUND_8951771cfa60,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_005668237e94,Symptom
COMPOUND_8951771cfa60,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_0071d323d363,Symptom
COMPOUND_8951771cfa60,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_0084e48e9830,Symptom
COMPOUND_8951771cfa60,SYMPTOM_8c8e9a9a5f8a,SYMPTOM_009811abd195,Symptom
COMPOUND_8951771cfa60,SYMPTOM_a12879b9590a,SYMPTOM_003993957fb9,Symptom
COMPOUND_8951771cfa60,SYMPTOM_a12879b9590a,SYMPTOM_005668237e94,Symptom
COMPOUND_8951771cfa60,SYMPTOM_a12879b9590a,SYMPTOM_0071d323d363,Symptom
COMPOUND_8951771cfa60,SYMPTOM_a12879b9590a,SYMPTOM_0084e48e9830,Symptom
COMPOUND_8951771cfa60,SYMPTOM_a12879b9590a,SYMPTOM_009811abd195,Symptom
COMPOUND_8951771cfa60,SYMPTOM_0a61ad588557,SYMPTOM_003993957fb9,Symptom
COMPOUND_8951771cfa60,SYMPTOM_0a61ad588557,SYMPTOM_005668237e94,Symptom
COMPOUND_8951771cfa60,SYMPTOM_0a61ad588557,SYMPTOM_0071d323d363,Symptom
COMPOUND_8951771cfa60,SYMPTOM_0a61ad588557,SYMPTOM_0084e48e9830,Symptom
COMPOUND_8951771cfa60,SYMPTOM_0a61ad588557,SYMPTOM_009811abd195,Symptom
COMPOUND_8951771cfa60,SYMPTOM_ac4ac57a7b7f,SYMPTOM_003993957fb9,Symptom
COMPOUND_8951771cfa60,SYMPTOM_ac4ac57a7b7f,SYMPTOM_005668237e94,Symptom
COMPOUND_8951771cfa60,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0071d323d363,Symptom
COMPOUND_8951771cfa60,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0084e48e9830,Symptom
COMPOUND_8951771cfa60,SYMPTOM_ac4ac57a7b7f,SYMPTOM_009811abd195,Symptom
COMPOUND_dca0e66d520e,SYMPTOM_de00827d7e8e,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_dca0e66d520e,SYMPTOM_de00827d7e8e,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_dca0e66d520e,SYMPTOM_de00827d7e8e,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_dca0e66d520e,SYMPTOM_de00827d7e8e,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_dca0e66d520e,SYMPTOM_de00827d7e8e,SYMPTOM_1781e759516c,Symptom
COMPOUND_dca0e66d520e,DISEASE_42f9fa377b98,DISEASE_120d64215d86,Disease
COMPOUND_dca0e66d520e,DISEASE_42f9fa377b98,DISEASE_33f32d4c3a5c,Disease
COMPOUND_dca0e66d520e,DISEASE_42f9fa377b98,DISEASE_57750b73b487,Disease
COMPOUND_dca0e66d520e,DISEASE_42f9fa377b98,DISEASE_66ce053b0c0b,Disease
COMPOUND_dca0e66d520e,DISEASE_42f9fa377b98,DISEASE_800f3dcd7399,Disease
COMPOUND_3b9dcc40035b,SYMPTOM_ac7049227bb3,SYMPTOM_003993957fb9,Symptom
COMPOUND_3b9dcc40035b,SYMPTOM_ac7049227bb3,SYMPTOM_005668237e94,Symptom
COMPOUND_3b9dcc40035b,SYMPTOM_ac7049227bb3,SYMPTOM_0071d323d363,Symptom
COMPOUND_3b9dcc40035b,SYMPTOM_ac7049227bb3,SYMPTOM_0084e48e9830,Symptom
COMPOUND_3b9dcc40035b,SYMPTOM_ac7049227bb3,SYMPTOM_009811abd195,Symptom
COMPOUND_3bcd8ad0daaf,SYMPTOM_15564a4455ce,SYMPTOM_003993957fb9,Symptom
COMPOUND_3bcd8ad0daaf,SYMPTOM_15564a4455ce,SYMPTOM_005668237e94,Symptom
COMPOUND_3bcd8ad0daaf,SYMPTOM_15564a4455ce,SYMPTOM_0071d323d363,Symptom
COMPOUND_3bcd8ad0daaf,SYMPTOM_15564a4455ce,SYMPTOM_0084e48e9830,Symptom
COMPOUND_3bcd8ad0daaf,SYMPTOM_15564a4455ce,SYMPTOM_009811abd195,Symptom
COMPOUND_3d95df452764,DISEASE_e2f37d4a7296,DISEASE_071459a0c2fd,Disease
COMPOUND_3d95df452764,DISEASE_e2f37d4a7296,DISEASE_093461e46ef0,Disease
COMPOUND_3d95df452764,DISEASE_e2f37d4a7296,DISEASE_0ace1f8e701c,Disease
COMPOUND_3d95df452764,DISEASE_e2f37d4a7296,DISEASE_120d64215d86,Disease
COMPOUND_3d95df452764,DISEASE_e2f37d4a7296,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_3d95df452764,SYMPTOM_15564a4455ce,SYMPTOM_003993957fb9,Symptom
COMPOUND_3d95df452764,SYMPTOM_15564a4455ce,SYMPTOM_005668237e94,Symptom
COMPOUND_3d95df452764,SYMPTOM_15564a4455ce,SYMPTOM_0071d323d363,Symptom
COMPOUND_3d95df452764,SYMPTOM_15564a4455ce,SYMPTOM_0084e48e9830,Symptom
COMPOUND_3d95df452764,SYMPTOM_15564a4455ce,SYMPTOM_009811abd195,Symptom
COMPOUND_642328155fbf,SYMPTOM_64c8aca0d1b5,SYMPTOM_003993957fb9,Symptom
COMPOUND_642328155fbf,SYMPTOM_64c8aca0d1b5,SYMPTOM_005668237e94,Symptom
COMPOUND_642328155fbf,SYMPTOM_64c8aca0d1b5,SYMPTOM_0071d323d363,Symptom
COMPOUND_642328155fbf,SYMPTOM_64c8aca0d1b5,SYMPTOM_0084e48e9830,Symptom
COMPOUND_642328155fbf,SYMPTOM_64c8aca0d1b5,SYMPTOM_009811abd195,Symptom
COMPOUND_642328155fbf,SYMPTOM_15564a4455ce,SYMPTOM_003993957fb9,Symptom
COMPOUND_642328155fbf,SYMPTOM_15564a4455ce,SYMPTOM_005668237e94,Symptom
COMPOUND_642328155fbf,SYMPTOM_15564a4455ce,SYMPTOM_0071d323d363,Symptom
COMPOUND_642328155fbf,SYMPTOM_15564a4455ce,SYMPTOM_0084e48e9830,Symptom
COMPOUND_642328155fbf,SYMPTOM_15564a4455ce,SYMPTOM_009811abd195,Symptom
COMPOUND_66c81a6de0b7,DISEASE_e2f37d4a7296,DISEASE_071459a0c2fd,Disease
COMPOUND_66c81a6de0b7,DISEASE_e2f37d4a7296,DISEASE_093461e46ef0,Disease
COMPOUND_66c81a6de0b7,DISEASE_e2f37d4a7296,DISEASE_0ace1f8e701c,Disease
COMPOUND_66c81a6de0b7,DISEASE_e2f37d4a7296,DISEASE_120d64215d86,Disease
COMPOUND_66c81a6de0b7,DISEASE_e2f37d4a7296,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_66c81a6de0b7,SYMPTOM_15564a4455ce,SYMPTOM_003993957fb9,Symptom
COMPOUND_66c81a6de0b7,SYMPTOM_15564a4455ce,SYMPTOM_005668237e94,Symptom
COMPOUND_66c81a6de0b7,SYMPTOM_15564a4455ce,SYMPTOM_0071d323d363,Symptom
COMPOUND_66c81a6de0b7,SYMPTOM_15564a4455ce,SYMPTOM_0084e48e9830,Symptom
COMPOUND_66c81a6de0b7,SYMPTOM_15564a4455ce,SYMPTOM_009811abd195,Symptom
COMPOUND_a3040ad64318,SYMPTOM_de00827d7e8e,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_a3040ad64318,SYMPTOM_de00827d7e8e,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_a3040ad64318,SYMPTOM_de00827d7e8e,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_a3040ad64318,SYMPTOM_de00827d7e8e,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_a3040ad64318,SYMPTOM_de00827d7e8e,SYMPTOM_1781e759516c,Symptom
COMPOUND_a3040ad64318,SYMPTOM_9a9214077697,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_a3040ad64318,SYMPTOM_9a9214077697,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_a3040ad64318,SYMPTOM_9a9214077697,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_a3040ad64318,SYMPTOM_9a9214077697,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_a3040ad64318,SYMPTOM_9a9214077697,SYMPTOM_1781e759516c,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b4b1fb71c52c,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b4b1fb71c52c,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b4b1fb71c52c,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b4b1fb71c52c,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b4b1fb71c52c,SYMPTOM_1781e759516c,Symptom
COMPOUND_a3040ad64318,SYMPTOM_99158dd7f146,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_a3040ad64318,SYMPTOM_99158dd7f146,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_a3040ad64318,SYMPTOM_99158dd7f146,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_a3040ad64318,SYMPTOM_99158dd7f146,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_a3040ad64318,SYMPTOM_99158dd7f146,SYMPTOM_1781e759516c,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b0a86039f54f,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b0a86039f54f,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b0a86039f54f,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b0a86039f54f,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_a3040ad64318,SYMPTOM_b0a86039f54f,SYMPTOM_1781e759516c,Symptom
COMPOUND_a3040ad64318,SYMPTOM_0a61ad588557,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_a3040ad64318,SYMPTOM_0a61ad588557,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_a3040ad64318,SYMPTOM_0a61ad588557,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_a3040ad64318,SYMPTOM_0a61ad588557,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_a3040ad64318,SYMPTOM_0a61ad588557,SYMPTOM_1781e759516c,Symptom
COMPOUND_a3040ad64318,SYMPTOM_bc0ee6c26fe4,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_a3040ad64318,SYMPTOM_bc0ee6c26fe4,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_a3040ad64318,SYMPTOM_bc0ee6c26fe4,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_a3040ad64318,SYMPTOM_bc0ee6c26fe4,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_a3040ad64318,SYMPTOM_bc0ee6c26fe4,SYMPTOM_1781e759516c,Symptom
COMPOUND_a3040ad64318,SYMPTOM_2e5db521735e,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_a3040ad64318,SYMPTOM_2e5db521735e,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_a3040ad64318,SYMPTOM_2e5db521735e,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_a3040ad64318,SYMPTOM_2e5db521735e,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_a3040ad64318,SYMPTOM_2e5db521735e,SYMPTOM_1781e759516c,Symptom
COMPOUND_87ee03e63f60,DISEASE_e7a747ffb620,DISEASE_120d64215d86,Disease
COMPOUND_87ee03e63f60,DISEASE_e7a747ffb620,DISEASE_33f32d4c3a5c,Disease
COMPOUND_87ee03e63f60,DISEASE_e7a747ffb620,DISEASE_57750b73b487,Disease
COMPOUND_87ee03e63f60,DISEASE_e7a747ffb620,DISEASE_66ce053b0c0b,Disease
COMPOUND_87ee03e63f60,DISEASE_e7a747ffb620,DISEASE_800f3dcd7399,Disease
COMPOUND_e75db4b47277,SYMPTOM_154b2e2e5974,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_e75db4b47277,SYMPTOM_154b2e2e5974,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_e75db4b47277,SYMPTOM_154b2e2e5974,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_e75db4b47277,SYMPTOM_154b2e2e5974,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_e75db4b47277,SYMPTOM_154b2e2e5974,SYMPTOM_1781e759516c,Symptom
COMPOUND_e75db4b47277,SYMPTOM_bff77d569de2,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_e75db4b47277,SYMPTOM_bff77d569de2,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_e75db4b47277,SYMPTOM_bff77d569de2,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_e75db4b47277,SYMPTOM_bff77d569de2,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_e75db4b47277,SYMPTOM_bff77d569de2,SYMPTOM_1781e759516c,Symptom
COMPOUND_e14a6138b047,SYMPTOM_c3332f5bc908,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_e14a6138b047,SYMPTOM_c3332f5bc908,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_e14a6138b047,SYMPTOM_c3332f5bc908,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_e14a6138b047,SYMPTOM_c3332f5bc908,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_e14a6138b047,SYMPTOM_c3332f5bc908,SYMPTOM_1781e759516c,Symptom
COMPOUND_e2c55cf429c4,DISEASE_071459a0c2fd,DISEASE_093461e46ef0,Disease
COMPOUND_e2c55cf429c4,DISEASE_071459a0c2fd,DISEASE_0ace1f8e701c,Disease
COMPOUND_e2c55cf429c4,DISEASE_071459a0c2fd,DISEASE_120d64215d86,Disease
COMPOUND_e2c55cf429c4,DISEASE_071459a0c2fd,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_e2c55cf429c4,DISEASE_071459a0c2fd,DISEASE_2485972eab2b,Disease
COMPOUND_e2c55cf429c4,SYMPTOM_6100966d0a2c,SYMPTOM_003993957fb9,Symptom
COMPOUND_e2c55cf429c4,SYMPTOM_6100966d0a2c,SYMPTOM_005668237e94,Symptom
COMPOUND_e2c55cf429c4,SYMPTOM_6100966d0a2c,SYMPTOM_0071d323d363,Symptom
COMPOUND_e2c55cf429c4,SYMPTOM_6100966d0a2c,SYMPTOM_0084e48e9830,Symptom
COMPOUND_e2c55cf429c4,SYMPTOM_6100966d0a2c,SYMPTOM_009811abd195,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_003993957fb9,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_005668237e94,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_0071d323d363,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_0084e48e9830,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_009811abd195,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_003993957fb9,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_005668237e94,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_0071d323d363,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_0084e48e9830,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_009811abd195,Symptom
COMPOUND_f76c522781a2,SYMPTOM_15564a4455ce,SYMPTOM_003993957fb9,Symptom
COMPOUND_f76c522781a2,SYMPTOM_15564a4455ce,SYMPTOM_005668237e94,Symptom
COMPOUND_f76c522781a2,SYMPTOM_15564a4455ce,SYMPTOM_0071d323d363,Symptom
COMPOUND_f76c522781a2,SYMPTOM_15564a4455ce,SYMPTOM_0084e48e9830,Symptom
COMPOUND_f76c522781a2,SYMPTOM_15564a4455ce,SYMPTOM_009811abd195,Symptom
COMPOUND_4532c1e7d544,SYMPTOM_99158dd7f146,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_4532c1e7d544,SYMPTOM_99158dd7f146,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_4532c1e7d544,SYMPTOM_99158dd7f146,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_4532c1e7d544,SYMPTOM_99158dd7f146,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_4532c1e7d544,SYMPTOM_99158dd7f146,SYMPTOM_1781e759516c,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_1781e759516c,Symptom
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_120d64215d86,Disease
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_33f32d4c3a5c,Disease
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_57750b73b487,Disease
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_66ce053b0c0b,Disease
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_800f3dcd7399,Disease
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_071459a0c2fd,Disease
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_093461e46ef0,Disease
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_0ace1f8e701c,Disease
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_120d64215d86,Disease
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_003993957fb9,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_005668237e94,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_0071d323d363,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_0084e48e9830,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_009811abd195,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_003993957fb9,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_005668237e94,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_0071d323d363,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_0084e48e9830,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_009811abd195,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_003993957fb9,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_005668237e94,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_0071d323d363,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_0084e48e9830,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_009811abd195,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_003993957fb9,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_005668237e94,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_0071d323d363,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_0084e48e9830,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,DISEASE_578708c54b66,DISEASE_071459a0c2fd,Disease
COMPOUND_d8438fe1dea5,DISEASE_578708c54b66,DISEASE_093461e46ef0,Disease
COMPOUND_d8438fe1dea5,DISEASE_578708c54b66,DISEASE_0ace1f8e701c,Disease
